Generation,Crosses,Treatment,Exposure,Sample,Sex,Sugar.Weight,Glucose ,Trehalose,Glycogen,Fat.Weight,TAG,Fitness
F2,MnPc,NSD,Maternal,1,female,3.7,8.785555505,6.908417554,23.75391477,3.76,28.4331758,389
F2,MnPc,NSD,Maternal,2,female,3.81,8.102345416,16.07267426,29.33511255,3.44,29.76484622,319
F2,MnPc,NSD,Maternal,3,female,3.7,9.942102572,14.07814699,15.49826852,3.35,18.00298262,532
F2,MnPc,NSD,Maternal,4,female,3.54,9.653780428,11.16241692,18.98184665,3.69,25.04853487,704
F2,MnPc,NSD,Maternal,5,female,3.86,7.245208041,9.314603082,16.5044824,3.52,22.64745056,412
F2,MnPc,NSD,Maternal,6,female,3.57,8.057132831,13.8997909,28.12154992,3.51,22.27119127,656
F2,MnPc,NSD,Maternal,7,female,3.65,9.008152174,10.86848608,22.61865289,4.01,29.93644357,278
F2,MnPc,NSD,Maternal,8,female,3.47,9.42746429,11.17656353,28.80275346,3.69,18.4382852,220
F2,MnPc,NSD,Maternal,9,female,3.71,5.937270726,5.534461616,5.924549473,3.53,26.21366124,384
F2,MnPc,NSD,Maternal,10,female,3.94,6.744059516,10.22229637,19.16300041,3.64,28.81750472,438
F2,MnPc,NSD,Maternal,11,female,3.74,6.043850349,15.39272218,17.56791165,3.41,33.89003561,269
F2,MnPc,NSD,Maternal,12,female,3.88,10.30335355,6.339756488,9.021271186,4,42.7081743,465
F2,MnPc,NSD,Maternal,13,female,3.77,11.27531983,6.355277186,23.30192443,3.46,33.85416959,450
F2,MnPc,NSD,Maternal,14,female,3.9,10.12396694,8.447066367,38.58737326,3.63,38.9008655,323
F2,MnPc,NSD,Maternal,15,female,3.76,11.99634814,10.47146628,32.89111202,3.44,32.92506831,477
F2,MnPc,NSD,Maternal,16,female,3.75,8.664946065,9.907764174,21.64663041,3.62,22.81476892,528
F2,MnPc,NSD,Maternal,17,female,4.15,9.408706691,8.554626321,20.62318281,3.34,31.09833084,720
F2,MnPc,NSD,Maternal,18,female,3.91,7.52473003,11.32689146,24.40904312,3.55,24.86881297,417
F2,MnPc,NSD,Maternal,19,female,3.77,8.748605547,8.910723233,22.69350511,3.69,20.92777563,498
F2,MnPc,NSD,Maternal,20,female,3.92,7.275374197,13.11427403,27.34456784,3.66,39.42508269,450
F2,MnPc,NSD,Maternal,21,female,3.63,8.298969072,6.651523261,25.02589768,3.58,29.75287579,566
F2,MnPc,NSD,Maternal,22,female,3.62,7.399485385,9.421854156,22.83010645,3.58,23.70713694,155
F2,MnPc,NSD,Maternal,23,female,3.59,10.6029106,8.618278561,22.85369807,3.73,34.64578502,573
F2,MnPc,NSD,Maternal,24,female,3.38,10.06289308,9.882032046,16.09905513,3.34,31.87990976,575
F2,MnPc,NSD,Maternal,25,female,NA,NA,NA,NA,NA,NA,515
F2,McPn,NSD,Paternal,1,female,3.39,8.242255991,9.548050573,17.24941897,3.36,28.05007944,267
F2,McPn,NSD,Paternal,2,female,3.83,7.416330519,12.13361074,16.73806816,3.37,14.53838306,781
F2,McPn,NSD,Paternal,3,female,3.83,9.292261374,10.51452129,21.60049375,3.24,26.01777394,375
F2,McPn,NSD,Paternal,4,female,3.9,9.401412336,11.76285818,23.10246506,3.62,27.15662576,292
F2,McPn,NSD,Paternal,5,female,3.56,7.878679273,7.955934481,8.421774513,3.49,28.25505848,282
F2,McPn,NSD,Paternal,6,female,3.7,6.387357972,10.5051522,9.401347038,3.57,32.1115068,479
F2,McPn,NSD,Paternal,7,female,3.69,6.06440603,6.221399813,9.836073401,3.01,27.45984454,352
F2,McPn,NSD,Paternal,8,female,3.62,10.02360691,5.724275725,14.94468652,3.53,31.62101934,636
F2,McPn,NSD,Paternal,9,female,3.92,8.8794926,10.79899964,15.58883382,3.53,26.38201458,328
F2,McPn,NSD,Paternal,10,female,3.98,6.626682666,10.75545318,9.744016557,3.49,26.87050255,498
F2,McPn,NSD,Paternal,11,female,3.94,8.146925503,14.31907201,12.68487029,3.63,27.21594602,245
F2,McPn,NSD,Paternal,12,female,4.04,8.037820992,11.74494444,11.33113963,3.27,28.4083466,702
F2,McPn,NSD,Paternal,13,female,3.52,7.972706954,9.280302594,29.35950781,3.6,25.09936564,425
F2,McPn,NSD,Paternal,14,female,3.91,7.730649627,9.735000045,17.68423596,3.25,15.94655094,434
F2,McPn,NSD,Paternal,15,female,3.91,9.372231433,9.439067715,19.64878338,3.8,34.65885992,277
F2,McPn,NSD,Paternal,16,female,3.75,5.696202532,11.81079731,26.95644696,3.33,22.76428244,237
F2,McPn,NSD,Paternal,17,female,4.14,9.641890229,9.28595906,16.28794964,3.9,29.68279705,488
F2,McPn,NSD,Paternal,18,female,4.09,9.251559252,12.39584844,23.20792158,3.39,16.34596261,528
F2,McPn,NSD,Paternal,19,female,3.71,7.946690727,7.991399232,24.08564241,3.11,28.30911467,310
F2,McPn,NSD,Paternal,20,female,3.84,6.090460468,6.691202314,22.28729689,3.64,23.73292183,205
F2,McPn,NSD,Paternal,21,female,3.95,10.90351462,7.467191043,27.71287517,3.58,24.56709532,630
F2,McPn,NSD,Paternal,22,female,4.02,7.845188285,12.06190008,22.90134813,3.84,27.13656175,117
F2,McPn,NSD,Paternal,23,female,3.67,10.4208991,10.03527219,22.24216629,3.61,21.56129266,486
F2,McPn,NSD,Paternal,24,female,3.92,7.898147829,8.546608181,15.3680859,3.6,33.13850192,283
F2,McPn,NSD,Paternal,25,female,NA,NA,NA,NA,NA,NA,215
F2,MnPn,NSD,Parental,1,female,3.73,7.355030997,9.22864838,8.364970572,3.1,23.87498797,605
F2,MnPn,NSD,Parental,2,female,3.89,8.230452675,10.4541169,20.61545803,3.63,23.54480406,609
F2,MnPn,NSD,Parental,3,female,3.73,6.184486373,16.4727783,18.20445016,3.56,32.15204223,160
F2,MnPn,NSD,Parental,4,female,3.67,6.780647049,21.00005102,17.53460197,3.46,24.55695498,526
F2,MnPn,NSD,Parental,5,female,3.99,9.89010989,16.02250502,23.72774673,3.35,21.91083375,397
F2,MnPn,NSD,Parental,6,female,3.79,7.575349662,10.16648919,8.777748006,3.49,16.67951147,616
F2,MnPn,NSD,Parental,7,female,3.67,8.760059013,9.810148871,17.26588707,3.76,27.47886524,327
F2,MnPn,NSD,Parental,8,female,3.59,7.126824295,11.20487211,14.73977451,3.56,39.10383514,430
F2,MnPn,NSD,Parental,9,female,3.46,8.850970795,12.03720457,18.79876547,3.35,18.68737039,236
F2,MnPn,NSD,Parental,10,female,3.82,8.319445429,11.86045205,21.50111598,3.65,26.32483775,205
F2,MnPn,NSD,Parental,11,female,3.58,8.87337145,11.87227061,11.4995671,3.43,15.490961,401
F2,MnPn,NSD,Parental,12,female,3.93,9.065438871,11.28974537,22.92415301,3.16,24.19785401,358
F2,MnPn,NSD,Parental,13,female,3.68,8.066770186,10.81655318,26.73312016,3.61,25.41832293,452
F2,MnPn,NSD,Parental,14,female,3.74,7.792592884,10.51459831,28.39589395,3.75,28.3235382,374
F2,MnPn,NSD,Parental,15,female,3.77,9.002872207,8.50392655,22.27809616,3.52,27.27263672,363
F2,MnPn,NSD,Parental,16,female,3.43,6.288556947,9.075789563,26.22662524,3.54,24.16621869,521
F2,MnPn,NSD,Parental,17,female,3.68,10.23902144,10.46125051,24.79863988,3.49,26.71612363,725
F2,MnPn,NSD,Parental,18,female,4.06,8.894432773,10.17348521,23.28229684,3.47,25.69294686,305
F2,MnPn,NSD,Parental,19,female,3.5,10.01978886,13.12229074,25.86136967,3.46,27.18841207,652
F2,MnPn,NSD,Parental,20,female,3.73,8.262711864,9.658205858,26.83722735,3.35,22.31703887,316
F2,MnPn,NSD,Parental,21,female,3.76,8.958333333,5.440905732,12.45618434,3.58,20.38832459,292
F2,MnPn,NSD,Parental,22,female,3.44,7.476482618,9.500560501,18.04201252,3.61,21.27922534,650
F2,MnPn,NSD,Parental,23,female,3.62,11.70242521,10.25763101,27.34396654,3.73,12.67186874,276
F2,MnPn,NSD,Parental,24,female,3.74,9.072850599,9.518111321,23.74578361,3.49,19.68080929,229
F2,MnPn,NSD,Parental,25,female,NA,NA,NA,NA,NA,NA,445
F2,McPc,CD,Control,1,female,4.02,8.704883227,11.54413749,20.62200157,3.37,18.99841852,532
F2,McPc,CD,Control,2,female,3.79,14.1350211,17.32248653,56.15667933,3.65,19.08040824,513
F2,McPc,CD,Control,3,female,3.85,13.11336025,16.55647913,33.53978625,3.59,22.10726693,618
F2,McPc,CD,Control,4,female,3.55,12.50919936,13.82874879,36.5304512,3.65,20.21544138,493
F2,McPc,CD,Control,5,female,3.73,10.46599062,6.168568392,19.05191626,3.68,22.62570606,137
F2,McPc,CD,Control,6,female,3.72,9.914901731,11.43938195,26.64192585,3.64,20.81376437,461
F2,McPc,CD,Control,7,female,3.83,12.165475,10.12769897,25.88355632,3.67,20.31027976,417
F2,McPc,CD,Control,8,female,3.59,11.33564245,15.84406909,20.70592283,3.67,27.32769685,459
F2,McPc,CD,Control,9,female,3.76,11.56862922,15.40535038,33.48463071,3.43,31.58709437,222
F2,McPc,CD,Control,10,female,3.73,10.73588399,14.14343097,21.39086813,3.37,24.43752505,299
F2,McPc,CD,Control,11,female,3.65,7.110350933,14.17874835,36.14897107,3.85,28.17063815,392
F2,McPc,CD,Control,12,female,3.35,13.0746404,10.65741692,33.97550121,3.41,26.72415097,686
F2,McPc,CD,Control,13,female,3.33,12.62037843,14.43085532,34.34995932,3.68,24.48412435,146
F2,McPc,CD,Control,14,female,3.88,9.803678473,9.257705013,21.25747284,3.7,31.02166097,589
F2,McPc,CD,Control,15,female,3.85,14.72230577,13.52005373,40.26999403,3.42,24.73746956,245
F2,McPc,CD,Control,16,female,3.09,7.456499466,6.738214251,20.36255089,3.56,23.57703499,452
F2,McPc,CD,Control,17,female,3.73,10.19334929,10.58152176,27.17909969,3.45,23.14591047,355
F2,McPc,CD,Control,18,female,3.79,8.653473115,13.25745112,13.68640292,3.72,30.45768582,289
F2,McPc,CD,Control,19,female,3.84,12.8733697,13.00421598,39.03629981,3.43,35.13833062,900
F2,McPc,CD,Control,20,female,3.85,8.765996025,11.21816779,25.89436597,3.57,26.66059648,334
F2,McPc,CD,Control,21,female,3.05,11.61409121,12.10531562,26.09804433,3.39,15.94248165,502
F2,McPc,CD,Control,22,female,3.83,8.671087853,15.79913526,29.40661644,3.88,24.98941844,449
F2,McPc,CD,Control,23,female,3.43,11.97279828,11.82895763,22.86687991,3.38,21.62208712,218
F2,McPc,CD,Control,24,female,3.72,9.574779106,8.728591315,23.84410542,3.55,26.70939858,188
F2,McPc,CD,Control,25,female,NA,NA,NA,NA,NA,NA,319
F2,MhPc,HSD,Maternal,1,female,3.91,9.650546359,9.357143262,19.91258639,3.41,20.2988743,889
F2,MhPc,HSD,Maternal,2,female,3.82,8.006612388,10.56910046,18.32494656,3.53,29.22699159,529
F2,MhPc,HSD,Maternal,3,female,3.88,11.15543151,8.570107689,10.67331965,3.49,24.60180013,840
F2,MhPc,HSD,Maternal,4,female,3.61,9.340306101,9.545831508,8.250411577,3.41,19.16140143,735
F2,MhPc,HSD,Maternal,5,female,3.73,6.569261155,10.42205373,12.53517867,3.85,22.34547897,605
F2,MhPc,HSD,Maternal,6,female,3.86,8.900327213,10.5012098,18.27782603,3.29,27.22027736,957
F2,MhPc,HSD,Maternal,7,female,3.43,10.6742815,10.99819584,24.1610797,3.32,27.19528676,390
F2,MhPc,HSD,Maternal,8,female,3.39,9.049595849,13.49702542,16.00511829,3.42,25.39513848,380
F2,MhPc,HSD,Maternal,9,female,3.82,7.966680262,9.014902307,7.604635438,3.6,24.56143755,724
F2,MhPc,HSD,Maternal,10,female,3.94,8.717674189,10.04186422,17.19905042,3.73,27.86922341,775
F2,MhPc,HSD,Maternal,11,female,3.77,7.506618081,11.33709618,14.40785622,3.64,33.32600775,241
F2,MhPc,HSD,Maternal,12,female,3.93,8.16254923,9.614186229,20.08580879,3.69,30.22153995,275
F2,MhPc,HSD,Maternal,13,female,3.72,6.568233145,11.27975702,19.44334837,3.36,31.12143805,583
F2,MhPc,HSD,Maternal,14,female,3.42,8.282208589,8.017468467,17.85201745,3.65,12.95880736,414
F2,MhPc,HSD,Maternal,15,female,3.89,8.333333333,7.538735809,17.81215959,3.64,18.20379331,367
F2,MhPc,HSD,Maternal,16,female,3.65,7.761520388,9.72687021,17.59123356,3.53,30.56900914,328
F2,MhPc,HSD,Maternal,17,female,3.93,6.89378766,11.4942262,24.73121234,3.49,24.76777548,624
F2,MhPc,HSD,Maternal,18,female,4.16,7.695714686,6.128418401,17.9769502,3.82,34.59931324,207
F2,MhPc,HSD,Maternal,19,female,3.95,11.0006653,9.278021102,19.3877065,3.56,23.23394636,876
F2,MhPc,HSD,Maternal,20,female,3.52,9.195999713,10.20317059,11.78996823,3.67,32.36105353,195
F2,MhPc,HSD,Maternal,21,female,3.99,10.17619666,6.690531387,17.58743764,3.73,25.81542341,381
F2,MhPc,HSD,Maternal,22,female,4.17,7.326802033,10.56000172,18.68024229,4.15,37.79948686,348
F2,MhPc,HSD,Maternal,23,female,4.04,8.575117628,7.177028467,10.45077817,3.33,35.8567672,274
F2,MhPc,HSD,Maternal,24,female,3.71,10.09867024,6.588027289,19.5830273,3.2,22.83412273,1060
F2,MhPc,HSD,Maternal,25,female,NA,NA,NA,NA,NA,NA,475
F2,McPh,HSD,Paternal,1,female,3.47,10.40757115,12.16860629,19.0952153,3.6,23.647217,529
F2,McPh,HSD,Paternal,2,female,3.52,9.207638279,12.44298208,31.76516424,3.82,27.76318336,937
F2,McPh,HSD,Paternal,3,female,3.27,13.9865953,10.60290008,31.64340807,4.09,31.69158832,493
F2,McPh,HSD,Paternal,4,female,3.29,7.613651831,9.222506982,20.34532457,3.71,23.98346227,379
F2,McPh,HSD,Paternal,5,female,3.37,9.285216369,10.64359943,17.09475152,3.76,25.95172784,271
F2,McPh,HSD,Paternal,6,female,3.26,8.474279558,10.5203064,24.63906417,3.65,25.29530562,712
F2,McPh,HSD,Paternal,7,female,3.53,10.81377782,11.08256259,15.0894247,3.76,24.73007071,203
F2,McPh,HSD,Paternal,8,female,3.3,8.75273523,10.7619217,16.41074348,3.46,27.83949603,537
F2,McPh,HSD,Paternal,9,female,3.47,8.003980128,8.950940787,8.31330122,3.54,26.11119703,807
F2,McPh,HSD,Paternal,10,female,3.66,6.614198212,11.21278332,22.13185049,3.69,26.05129298,220
F2,McPh,HSD,Paternal,11,female,3.75,10.58951965,5.5097228,16.00860677,3.81,16.78415465,518
F2,McPh,HSD,Paternal,12,female,4.04,5.460313639,9.981701616,11.72791092,3.77,28.09582533,752
F2,McPh,HSD,Paternal,13,female,3.66,7.529004783,8.231806702,17.1347582,3.68,24.27125025,401
F2,McPh,HSD,Paternal,14,female,3.41,9.331232493,11.22578909,26.42429934,3.48,28.03230606,983
F2,McPh,HSD,Paternal,15,female,3.73,10.08316008,7.549415674,16.36312091,4.15,34.4018773,409
F2,McPh,HSD,Paternal,16,female,3.65,8.308852014,10.6287678,21.91655782,3.4,35.42744532,502
F2,McPh,HSD,Paternal,17,female,3.54,10.39915966,8.421863063,25.16754636,3.96,41.37783991,405
F2,McPh,HSD,Paternal,18,female,3.48,9.015124181,10.74156277,36.81383417,3.16,27.63787579,241
F2,McPh,HSD,Paternal,19,female,3.7,11.64944256,9.638479346,26.13294894,3.59,35.5500429,315
F2,McPh,HSD,Paternal,20,female,3.89,7.47202135,11.07883565,24.95368734,3.18,33.38578052,401
F2,McPh,HSD,Paternal,21,female,3.32,7.168514382,10.25626185,24.99339292,3.43,23.69487114,486
F2,McPh,HSD,Paternal,22,female,4.05,6.591017678,9.024348045,22.56645882,3.96,43.07545973,520
F2,McPh,HSD,Paternal,23,female,3.3,8.635394456,11.98118226,35.25577597,3.6,22.29993484,633
F2,McPh,HSD,Paternal,24,female,3.94,7.685312931,8.887933497,20.69956094,3.93,32.22745351,505
F2,McPh,HSD,Paternal,25,female,NA,NA,NA,NA,NA,NA,289
F2,MhPh,HSD,Parental,1,female,3.78,9.655372255,11.28638482,18.4164054,3.32,23.07805175,796
F2,MhPh,HSD,Parental,2,female,3.46,9.597101552,11.95259257,18.84588142,3.64,25.69817516,240
F2,MhPh,HSD,Parental,3,female,3.62,9.067861429,11.64201006,19.1498546,3.8,23.97290177,178
F2,MhPh,HSD,Parental,4,female,3.84,8.113247863,9.655139928,17.58272903,3.84,26.00956044,287
F2,MhPh,HSD,Parental,5,female,3.76,7.406106648,10.52472698,17.36890643,3.71,45.59251411,293
F2,MhPh,HSD,Parental,6,female,3.68,11.65733836,10.85003409,16.27516298,3.66,28.08241896,378
F2,MhPh,HSD,Parental,7,female,3.27,8.520372289,8.891638269,5.904019289,3.62,17.3547666,346
F2,MhPh,HSD,Parental,8,female,3.6,7.870595449,12.07522954,22.59768005,3.6,21.68196248,466
F2,MhPh,HSD,Parental,9,female,3.86,4.258536056,12.20110256,24.03101102,3.633,29.81399074,205
F2,MhPh,HSD,Parental,10,female,3.72,9.414325984,6.590469421,17.79376808,3.68,25.95037683,383
F2,MhPh,HSD,Parental,11,female,3.37,7.834838224,13.06638077,18.41865908,3.84,37.36767343,252
F2,MhPh,HSD,Parental,12,female,3.76,9.897569822,9.74088021,21.23252373,2.96,23.20766358,222
F2,MhPh,HSD,Parental,13,female,3.68,10.37915415,3.972800493,11.56233521,3.93,37.342898,279
F2,MhPh,HSD,Parental,14,female,3.78,7.546663241,9.308757878,18.74407868,3.74,37.49061355,364
F2,MhPh,HSD,Parental,15,female,3.84,9.711380466,10.52121054,14.52413226,3.92,35.12511168,194
F2,MhPh,HSD,Parental,16,female,3.53,7.849313483,8.027583961,17.69104716,3.6,19.8381178,792
F2,MhPh,HSD,Parental,17,female,3.47,7.591711662,11.44433067,13.54067133,3.32,7.94373036,394
F2,MhPh,HSD,Parental,18,female,3.67,9.91448633,9.634623624,16.22620729,3.59,25.89266653,180
F2,MhPh,HSD,Parental,19,female,3.48,7.893037994,8.512622759,8.196331254,3.48,26.50314091,220
F2,MhPh,HSD,Parental,20,female,3.79,6.991485543,11.73031024,20.62349733,3.67,34.59901871,345
F2,MhPh,HSD,Parental,21,female,3.89,8.174552125,6.607064523,13.58104724,4.06,29.97494378,374
F2,MhPh,HSD,Parental,22,female,3.67,5.244260665,9.034529536,13.74249858,3.78,29.30173215,209
F2,MhPh,HSD,Parental,23,female,3.49,9.650844904,8.547860823,14.76105309,3.53,29.34496492,320
F2,MhPh,HSD,Parental,24,female,3.53,7.185303641,7.881852531,14.37021612,3.46,31.89090869,955
F2,MhPh,HSD,Parental,25,female,NA,NA,NA,NA,NA,NA,307
F3,MnPc,NSD,Maternal,1,male,2.55,12.68137514,6.475479969,18.11423685,2.28,16.77679139,NA
F3,MnPc,NSD,Maternal,2,male,2.18,11.71294231,8.635894896,19.37538696,2.77,15.5317997,NA
F3,MnPc,NSD,Maternal,3,male,2.52,10.64853453,10.08215295,18.32186696,2.98,29.81811255,NA
F3,MnPc,NSD,Maternal,4,male,2.64,8.336939415,8.426009284,20.96149269,2.69,25.11262087,NA
F3,MnPc,NSD,Maternal,5,male,2.61,8.944533262,10.75150945,16.96608351,2.64,24.8301101,NA
F3,MnPc,NSD,Maternal,6,male,2.54,7.443675209,11.04741253,17.19919157,2.89,35.04172904,NA
F3,MnPc,NSD,Maternal,7,male,2.62,7.73502305,9.069178001,16.64758167,2.1,28.90535483,NA
F3,MnPc,NSD,Maternal,8,male,2.45,6.081534192,8.646318007,13.90202049,2.5,21.20018533,NA
F3,MnPc,NSD,Maternal,9,male,2.67,7.234083437,12.85895337,17.66471484,2.45,24.3928026,NA
F3,MnPc,NSD,Maternal,10,male,2.34,5.813089746,11.01303634,13.76867638,2.54,20.4873231,NA
F3,MnPc,NSD,Maternal,11,male,2.42,8.017022417,11.54974566,16.50236817,2.61,31.57042083,NA
F3,MnPc,NSD,Maternal,12,male,2.37,6.195432755,11.80710247,8.148024802,2.57,23.17223118,NA
F3,MnPc,NSD,Maternal,13,male,2.79,6.626634276,20.50881704,14.58430544,2.65,26.2409037,NA
F3,MnPc,NSD,Maternal,14,male,2.74,7.503531323,17.20115958,14.58325801,2.36,21.10928839,NA
F3,MnPc,NSD,Maternal,15,male,2.42,7.952486529,27.52582836,9.631391067,2.59,23.65292267,NA
F3,MnPc,NSD,Maternal,16,male,2.14,7.212396522,19.60804355,11.25794654,2.94,23.65634358,NA
F3,MnPc,NSD,Maternal,17,male,2.42,7.426956645,16.23490502,11.12285149,2.63,28.66075753,NA
F3,MnPc,NSD,Maternal,18,male,2.34,6.648793028,14.44253824,11.12977072,2.5,28.52079074,NA
F3,MnPc,NSD,Maternal,19,male,2.46,7.856739759,17.35395073,8.547889748,2.53,28.30520436,NA
F3,MnPc,NSD,Maternal,20,male,2.55,6.608504989,17.5636506,7.764771137,2.27,25.45243421,NA
F3,MnPc,NSD,Maternal,21,male,2.56,7.766165612,20.04345641,15.24154493,2.43,27.55775487,NA
F3,MnPc,NSD,Maternal,22,male,2.42,7.262864311,17.25722935,9.06653501,2.42,23.81178935,NA
F3,MnPc,NSD,Maternal,23,male,2.51,8.027265723,20.61743082,14.40829183,2.42,26.84401092,NA
F3,MnPc,NSD,Maternal,24,male,2.73,8.4355334,17.72706375,15.51971183,2.52,20.52743254,NA
F3,MnPc,NSD,Maternal,25,male,2.31,6.525403226,12.23264699,5.785202835,2.13,20.31981748,NA
F3,MnPc,NSD,Maternal,26,male,2.59,7.171717172,17.13135905,19.34144174,2.53,26.30204395,NA
F3,MnPc,NSD,Maternal,27,male,2.55,8.712705761,10.45405381,11.97927392,2.8,28.98268373,NA
F3,MnPc,NSD,Maternal,28,male,2.44,7.520965626,13.79820582,16.13894347,2.32,12.18271273,NA
F3,MnPc,NSD,Maternal,29,male,2.58,8.947108897,10.96276282,12.90843282,2.44,19.12832976,NA
F3,MnPc,NSD,Maternal,30,male,2.75,9.108196721,11.9742424,15.79338469,2.82,17.59726195,NA
F3,McPn,NSD,Paternal,1,male,2.33,7.272984194,12.84749532,23.19549943,2.38,18.28318727,NA
F3,McPn,NSD,Paternal,2,male,2.46,7.400704475,6.734597442,14.18288065,2.45,29.32438696,NA
F3,McPn,NSD,Paternal,3,male,2.55,7.420468732,10.23406382,13.20904443,2.57,26.6512232,NA
F3,McPn,NSD,Paternal,4,male,2.45,6.369252538,10.97846536,14.33657144,2.75,21.59641778,NA
F3,McPn,NSD,Paternal,5,male,2.52,8.37953629,10.17306989,16.34156761,2.48,20.78243714,NA
F3,McPn,NSD,Paternal,6,male,2.66,8.301536412,10.76006187,9.709005765,2.49,23.32415077,NA
F3,McPn,NSD,Paternal,7,male,2.7,4.555981363,12.03865643,6.608671821,2.38,26.87012161,NA
F3,McPn,NSD,Paternal,8,male,2.64,5.618000107,8.947941058,19.80473979,2.63,8.390775027,NA
F3,McPn,NSD,Paternal,9,male,2.54,8.670834998,11.1843241,27.18400931,2.42,21.82750632,NA
F3,McPn,NSD,Paternal,10,male,2.44,7.848205993,6.843981265,10.59475106,2.62,23.98467983,NA
F3,McPn,NSD,Paternal,11,male,2.95,8.068363294,9.039995099,24.82458097,2.71,23.58595191,NA
F3,McPn,NSD,Paternal,12,male,2.68,6.283389395,15.40194988,22.97394413,2.51,19.13260962,NA
F3,McPn,NSD,Paternal,13,male,2.51,7.979517522,23.56915848,23.5238339,2.59,13.54221501,NA
F3,McPn,NSD,Paternal,14,male,2.52,7.601331026,16.49434761,10.74305431,2.7,12.37151932,NA
F3,McPn,NSD,Paternal,15,male,2.39,9.550985098,25.35988078,14.95651959,3,44.22793601,NA
F3,McPn,NSD,Paternal,16,male,2.55,6.822683299,15.89066336,12.83158768,2.36,33.83567758,NA
F3,McPn,NSD,Paternal,17,male,2.63,7.907495316,20.16107484,7.252693787,2.32,18.93210535,NA
F3,McPn,NSD,Paternal,18,male,2.82,8.943120118,17.16546431,7.812502208,2.39,32.39639583,NA
F3,McPn,NSD,Paternal,19,male,2.62,6.49554922,19.03344225,8.360713747,2.73,19.37257426,NA
F3,McPn,NSD,Paternal,20,male,2.54,6.754184561,16.66625538,12.2003622,2.33,13.06153648,NA
F3,McPn,NSD,Paternal,21,male,2.71,8.291469794,19.61836309,9.125023027,2.55,20.0891053,NA
F3,McPn,NSD,Paternal,22,male,2.47,6.6554342,16.26498235,12.68394064,2.65,30.47846193,NA
F3,McPn,NSD,Paternal,23,male,2.38,9.073809339,17.30629819,14.42229804,2.53,28.91970413,NA
F3,McPn,NSD,Paternal,24,male,2.53,8.170998595,17.02676315,10.79646872,2.59,31.25081506,NA
F3,McPn,NSD,Paternal,25,male,2.52,5.242604382,10.79398373,13.09111945,2.46,25.67710298,NA
F3,McPn,NSD,Paternal,26,male,2.65,8.984317024,13.08153219,12.44607727,2.53,23.01012811,NA
F3,McPn,NSD,Paternal,27,male,2.35,10.00776441,6.146825307,10.12130213,2.35,45.18172156,NA
F3,McPn,NSD,Paternal,28,male,2.55,5.89371362,15.82141834,13.82131644,2.48,40.50370973,NA
F3,McPn,NSD,Paternal,29,male,2.45,6.163273802,11.80022121,9.649398375,2.62,24.09930576,NA
F3,McPn,NSD,Paternal,30,male,2.36,6.254837264,9.565146019,7.30806448,2.66,44.1744144,NA
F3,MnPn,NSD,Parental,1,male,2.55,13.429394,6.59109619,0.680621143,2.51,20.5131405,NA
F3,MnPn,NSD,Parental,2,male,2.74,7.345679108,10.92387102,10.34570541,2.52,34.83971391,NA
F3,MnPn,NSD,Parental,3,male,2.66,8.779692231,9.729335131,13.81440425,2.48,25.32813948,NA
F3,MnPn,NSD,Parental,4,male,2.6,5.813260523,15.89958817,10.70163574,2.47,17.69049575,NA
F3,MnPn,NSD,Parental,5,male,2.48,7.546379536,11.16108509,12.72822468,2.43,18.12007828,NA
F3,MnPn,NSD,Parental,6,male,2.52,5.763718524,9.133536265,17.50060813,2.57,18.98343959,NA
F3,MnPn,NSD,Parental,7,male,2.55,8.357668417,10.7563274,15.92347508,2.42,28.97806145,NA
F3,MnPn,NSD,Parental,8,male,2.37,6.233493228,8.235066685,13.47335606,2.4,29.75906488,NA
F3,MnPn,NSD,Parental,9,male,2.64,6.894603934,12.37669473,15.33548717,2.58,25.78755832,NA
F3,MnPn,NSD,Parental,10,male,2.72,5.866894384,9.95285377,7.676805752,2.32,27.68092579,NA
F3,MnPn,NSD,Parental,11,male,2.34,7.821956055,9.334454327,14.05496108,2.51,33.54913245,NA
F3,MnPn,NSD,Parental,12,male,2.6,7.935691969,10.98081156,15.02406488,2.66,19.41728597,NA
F3,MnPn,NSD,Parental,13,male,2.75,7.270046436,19.88836572,18.81873214,2.93,35.09014317,NA
F3,MnPn,NSD,Parental,14,male,2.54,8.266793222,17.91413181,8.376554227,2.58,30.22924985,NA
F3,MnPn,NSD,Parental,15,male,2.51,8.38138943,23.10618724,6.631846322,2.58,15.65753032,NA
F3,MnPn,NSD,Parental,16,male,2.74,6.110320978,17.19206832,11.73110721,2.16,26.12396398,NA
F3,MnPn,NSD,Parental,17,male,2.33,8.486037614,19.2867909,4.42303502,2.47,21.26157561,NA
F3,MnPn,NSD,Parental,18,male,2.61,8.034429325,16.16500082,7.222201757,2.61,33.46030106,NA
F3,MnPn,NSD,Parental,19,male,2.42,7.743114333,19.61998199,13.04266995,2.51,37.88906892,NA
F3,MnPn,NSD,Parental,20,male,2.63,7.489985855,22.16179942,14.32698648,2.34,87.23852439,NA
F3,MnPn,NSD,Parental,21,male,2.56,7.68759666,22.81564532,16.90783007,2.33,11.22248637,NA
F3,MnPn,NSD,Parental,22,male,2.5,7.10355487,33.35008962,23.08395071,2.38,24.73660431,NA
F3,MnPn,NSD,Parental,23,male,2.74,8.539252465,20.07648678,18.12099015,2.28,10.90479409,NA
